P5586,USN,"Pure Protein GF-1/IGF-1, Chocolate - 1000 grams",Chocolate
P5590,USN,"Pure Protein GF-1/IGF-1, Chocolate - 2280 grams",Chocolate
P5672,Dymatize,"Super Mass Gainer, Chocolate - 2722 grams",Chocolate
P5704,"Nature's Best","Perfect Isowhey, Chocolate - 1000 grams",Chocolate
P5715,"PVL Essentials","Sport Gainer, Chocolate - 1520 grams",Chocolate
P5862,"Trec Nutrition","Perfect Whey Protein, Chocolate - 1500 grams",Chocolate
P5871,"Trec Nutrition","NitroProGen, Chocolate - 1500 grams",Chocolate
P5655,"Trec Nutrition","Whey 100, Chocolate - 600 grams",Chocolate
P5893,"Trec Nutrition","Hard Mass, Chocolate - 2800 grams",Chocolate
P5901,"Trec Nutrition","Night Protein Blend, Chocolate - 1500 grams",Chocolate
P5946,"Fitness Authority","FA Whey Protein, Chocolate - 2270 grams",Chocolate
P3249,EAS,"100% Whey Protein, Chocolate - 907 grams",Chocolate
P6020,"Nature's Best","Perfect Mass, Chocolate - 2300 grams",Chocolate
P5568,USN,"Muscle Fuel STS, Chocolate - 2000 grams",Chocolate
P5571,USN,"Muscle Fuel STS, Chocolate - 5000 grams",Chocolate
P5598,USN,"Ultralean Diet Whey, Chocolate - 800 grams",Chocolate
P5521,USN,"100% Whey Protein, Chocolate - 908 grams",Chocolate
P5517,USN,"100% Whey Protein, Chocolate - 2280 grams",Chocolate
P5544,USN,"HyperBolic MASS, Chocolate - 2000 grams",Chocolate
P5547,USN,"HyperBolic MASS, Chocolate - 6000 grams",Chocolate
P5563,USN,"Muscle Fuel MASS, Chocolate - 2000 grams",Chocolate
P5560,USN,"Muscle Fuel MASS, Chocolate - 5000 grams",Chocolate
P5554,USN,"Muscle Fuel Anabolic, Chocolate - 2000 grams",Chocolate
P5557,USN,"Muscle Fuel Anabolic, Chocolate - 4000 grams",Chocolate
P5580,USN,"Protein Fuel 25, Chocolate - 8 x 330 ml.",Chocolate
P6044,"Betancourt Nutrition","Big Blend, Chocolate - 2160 grams",Chocolate
P5582,USN,"Protein Fuel 50 RTD, Chocolate - 6 x 500 ml.",Chocolate
P6059,MuscleTech,"Mass-Tech Performance Series, Chocolate - 3200 grams",Chocolate
P6184,"Pro Supps","L-Carnitine 1500, Chocolate - 473 ml.",Chocolate
P6187,"Pro Supps","PS XXIII - Liquid Amino, Chocolate - 946 ml.",Chocolate
P6211,QNT,"Appetite Control Bars, Chocolate - 15 bars",Chocolate
P6469,"4 Dimension Nutrition","Casein, Chocolate - 900 grams",Chocolate
P6475,"4 Dimension Nutrition","Isolate Matrix, Chocolate - 1372 grams",Chocolate
P6478,"4 Dimension Nutrition","Whey Phase, Chocolate - 2275 grams",Chocolate
P6698,SciTec,"Oat & Whey, Chocolate - 1380 grams",Chocolate
P6700,SciTec,"Night Pro, Chocolate - 900 grams",Chocolate
P6704,SciTec,"Pro Mix, Chocolate - 912 grams",Chocolate
P6754,"Nature's Best","Perfect Isowhey, Chocolate - 2300 grams",Chocolate
P6800,MuscleTech,"Anabolic Halo Performance Series, Chocolate - 1088 grams",Chocolate
P7048,SciTec,"Oat & Whey, Chocolate - 12 packets",Chocolate
P7049,"4 Dimension Nutrition","Whey Phase, Chocolate - 4500 grams",Chocolate
P7186,Kinetica,"Whey Protein, Chocolate - 2270 grams",Chocolate
P7312,"Fitness Authority","Mass Core, Chocolate - 7000 grams",Chocolate
P7335,"Betancourt Nutrition","Big Blend, Chocolate - 924 grams",Chocolate
P7463,"Trec Nutrition","Hard Mass, Chocolate - 750 grams",Chocolate
P7607,"Trec Nutrition","Hard Mass, Chocolate - 1300 grams",Chocolate
P7636,"F3 Nutrition","Rebellion, Chocolate - 1010 grams",Chocolate
P7638,"F3 Nutrition","100% Whey Protein, Chocolate - 947 grams",Chocolate
P7694,SciTec,"Tank, Chocolate - 3000 grams",Chocolate
P7718,"Arnold Schwarzenegger Series","Iron Whey, Chocolate - 2270 grams",Chocolate
P7731,SciTec,"Jumbo, Chocolate - 8800 grams",Chocolate
P7742,SciTec,"Anabolic Whey, Chocolate - 4000 grams",Chocolate
P7745,SciTec,"100% Whey Isolate, Chocolate - 4000 grams",Chocolate
P7753,SciTec,"Warrior Juice, Chocolate - 2100 grams",Chocolate
P7758,SciTec,"Warrior Juice, Chocolate - 900 grams",Chocolate
P7761,SciTec,"Tank, Chocolate - 1440 grams",Chocolate
P7944,"Arnold Schwarzenegger Series","Iron Whey, Chocolate - 908 grams",Chocolate
P8048,CytoSport,"Muscle Milk Gainer, Chocolate - 2270 grams",Chocolate
P8066,QNT,"Weight Gain Formula 3000, Chocolate - 4500 grams",Chocolate
P8070,QNT,"Recall 50/50, Chocolate - 1500 grams",Chocolate
P8077,QNT,"3H Energizer, Chocolate - 15 bars",Chocolate
P8103,QNT,"Muscle Mass 3000, Chocolate - 1300 grams",Chocolate
P8130,"Jay Cutler Elite Series","Total Protein, Chocolate - 2310 grams",Chocolate
P8134,"Jay Cutler Elite Series","100% Pure Muscle Mass, Chocolate - 2680 grams",Chocolate
P8137,EAS,"Soy Protein Powder, Chocolate - 635 grams",Chocolate
P8138,"Universal Nutrition","Milk & Egg Protein, Chocolate - 682 grams",Chocolate
P8286,USN,"Recover Xcell, Chocolate - 1000 grams",Chocolate
P8344,"Universal Nutrition","Ultra Mass 4500, Chocolate - 4230 grams",Chocolate
P8526,"Nature's Best","Perfect Mass, Chocolate - 5000 grams",Chocolate
P8557,SciTec,"100% Whey Protein Professional - LS, Chocolate - 2350 grams",Chocolate
P8723,VPX,"Carbonx, Chocolate - 1225 grams",Chocolate
P8758,"Jay Cutler Elite Series","Total Protein, Chocolate - 1050 grams",Chocolate
P8763,"Pro Supps","Karbolic, Chocolate - 1000 grams",Chocolate
P8765,"Pro Supps","Karbolic, Chocolate - 2000 grams",Chocolate
P8771,"Pro Supps","TC-F Isolate, Chocolate - 1000 grams",Chocolate
P8775,"Beast Sports Nutrition","100% Beast Whey, Chocolate - 1886 grams",Chocolate
P8830,"Dorian Yates","Tempro, Chocolate - 2250 grams",Chocolate
P8883,PacificHealth,"Endurox R4, Chocolate - 1040 grams",Chocolate
P8923,SciTec,"Mass 20, Chocolate - 1750 grams",Chocolate
P8927,SciTec,"Mass, Chocolate - 2250 grams",Chocolate
P8960,SciTec,"Jumbo Professional, Chocolate - 6480 grams",Chocolate
P8964,SciTec,"Pro Mix, Chocolate - 7000 grams",Chocolate
P8977,SciTec,"100% Whey Protein, Chocolate - 2350 grams",Chocolate
P9003,SciTec,"100% Whey Protein Professional - LS, Chocolate - 5000 grams",Chocolate
P9011,SciTec,"100% Whey Protein, Chocolate - 5000 grams",Chocolate
P9020,SciTec,"100% Whey Protein Professional - LS, Chocolate - 920 grams",Chocolate
P9112,"Optimum Nutrition","Complete Protein, Chocolate - 2000 grams",Chocolate
P9121,Labrada,"ISO LeanPro, Chocolate - 2268 grams",Chocolate
P9277,MRM,"Veggie Protein, Chocolate - 570 grams",Chocolate
P9308,"Inner Armour","Muscle Peak, Chocolate - 2270 grams",Chocolate
P9309,"Inner Armour","Nitro-PEAK Protein, Chocolate - 454 grams",Chocolate
P9382,"Walden Farms","Dip, Chocolate - 340 grams",Chocolate
P9392,"Walden Farms","Peanut Spread, Chocolate - 340 grams",Chocolate
P9808,"Nature's Best","Perfect Whey Protein, Chocolate - 2300 grams",Chocolate
P9814,QNT,"Protein Casein 92, Chocolate - 1400 grams",Chocolate
P9943,"Species Nutrition","Protolyze, Chocolate - 570 grams",Chocolate
P9952,"4 Dimension Nutrition","Hydro Matrix, Chocolate - 1360 grams",Chocolate
P20029,"Pro Supps","TC-F Isolate, Chocolate - 2001 grams",Chocolate
P20167,"Body Attack","Protein Pudding, Chocolate - 210 grams",Chocolate
P20175,"Inner Armour","Casein Peak, Chocolate - 908 grams",Chocolate
P8373,SciTec,"100% Whey Protein, Chocolate - 920 grams",Chocolate
P8403,"SDC Nutrition","About Time Nighttime Recovery Formula, Chocolate - 908 grams",Chocolate
P8405,"SDC Nutrition","About Time Vegan Protein Formula, Chocolate - 908 grams",Chocolate
P8427,"Inner Armour","Whey Protein, Chocolate - 2270 grams",Chocolate
P9591,"ISS Research","OhYeah! Bars, Chocolate & Caramel (45g) - 12 bars","Chocolate & Caramel (45g)"
P3097,"ISS Research","OhYeah! Bars, Chocolate & Caramel (85g) - 12 bars","Chocolate & Caramel (85g)"
P5040,"Trec Nutrition","Whey Pump X-Treme, Chocolate & Coconut - 1800 grams","Chocolate & Coconut"
P7553,"Trec Nutrition","Whey Pump X-Treme, Chocolate & Coconut - 600 grams","Chocolate & Coconut"
P8521,"Nature's Best","Isopure Zero Carb, Chocolate (Low Carb) - 2000 grams","Chocolate (Low Carb)"
P5327,SciTec,"ChocoPro, High Protein Bars, Chocolate Almond - 20 bars","Chocolate Almond"
P8099,"AllMax Nutrition","Isoflex Bar, Chocolate Almond Delight - 12 bars","Chocolate Almond Delight"
P4838,Twinlab,"100% Whey Protein Fuel, Chocolate Banana - 2270 grams","Chocolate Banana"
P8793,"Universal Nutrition","Doctor's CarbRite Diet Bars, Chocolate Banana Nut - 12 bars","Chocolate Banana Nut"
P922,"Universal Nutrition","Hi Protein Bars, Chocolate Brownie - 16 bars","Chocolate Brownie"
P4096,"Quest Nutrition","Quest Bar, Chocolate Brownie - 12 bars","Chocolate Brownie"
P5578,USN,"Protein Dessert, Chocolate Brownie - 454 grams","Chocolate Brownie"
P8792,"Universal Nutrition","Doctor's CarbRite Diet Bars, Chocolate Brownie - 12 bars","Chocolate Brownie"
P9241,"Power Crunch","Protein Energy Bar - Crisp, Chocolate Brownie Wonder - 12 bars","Chocolate Brownie Wonder"
P7933,Grenade,"Reload Protein Flapjacks, Chocolate Browning - 24 bars","Chocolate Browning"
P9144,Grenade,"Reload Protein Flapjacks, Chocolate Browning - 12 bars","Chocolate Browning"
P9515,"Garden of Life","Perfect Food RAW, Chocolate Cacao - 570 grams","Chocolate Cacao"
P6108,"Garden of Life","RAW Meal, Chocolate Cacao - 1200 grams","Chocolate Cacao"
P6113,"Garden of Life","RAW Protein, Chocolate Cacao - 650 grams","Chocolate Cacao"
P6675,"Garden of Life","Perfect Food RAW, Chocolate Cacao - 285 grams","Chocolate Cacao"
P6730,"Garden of Life","RAW Meal, Chocolate Cacao - 10 packets","Chocolate Cacao"
P6733,"Garden of Life","RAW Protein, Chocolate Cacao - 15 packets","Chocolate Cacao"
P6371,BSN,"Syntha 6, Chocolate Cake Batter - 2290 grams","Chocolate Cake Batter"
P7947,BSN,"Syntha 6, Chocolate Cake Batter - 1320 grams","Chocolate Cake Batter"
P8140,EAS,"Myoplex 30 Bars, Chocolate Caramel - 6 bars","Chocolate Caramel"
P7176,"ISS Research","OhYeah! Bars, Chocolate Caramel Candies (85g) - 12 bars","Chocolate Caramel Candies (85g)"
P9265,"ISS Research","OhYeah! Bars, Chocolate Caramel Candy (45g) - 12 bars","Chocolate Caramel Candy (45g)"
P8102,"AllMax Nutrition","Isoflex Bar, Chocolate Caramel Crunch - 12 bars","Chocolate Caramel Crunch"
P2521,"Atkins Nutritionals","Endulge Candy Bars, Chocolate Caramel Mousse - 5 bars","Chocolate Caramel Mousse"
P4598,"Universal Nutrition","Doctor's CarbRite Diet Bars, Chocolate Caramel Nut - 12 bars","Chocolate Caramel Nut"
P7189,Kinetica,"Oat Gain, Chocolate Caramel Nut - 2400 grams","Chocolate Caramel Nut"
P7953,Kinetica,"Oat Gain, Chocolate Caramel Nut - 4800 grams","Chocolate Caramel Nut"
P2560,"Big Train","All Natural, Brownie Mix, Chocolate Chip - 310 grams","Chocolate Chip"
P6224,Labrada,"Hi-Protein Cookie Roll, Chocolate Chip - 12 bars","Chocolate Chip"
P6778,"Big Train","All Natural, Cookie Mix, Chocolate Chip - 310 grams","Chocolate Chip"
P9249,"Clif Bar","Clif Bar - Energy Bar, Chocolate Chip - 12 bars","Chocolate Chip"
P3082,EAS,"AdvantEdge Carb Control Bars, Chocolate Chip Brownie - 12 bars","Chocolate Chip Brownie"
P6104,"Atkins Nutritionals","Advantage Meal Bars, Chocolate Chip Cookie Dough - 5 bars","Chocolate Chip Cookie Dough"
P7114,"ISS Research","OhYeah! Victory Bars, Chocolate Chip Cookie Dough - 12 bars","Chocolate Chip Cookie Dough"
P8019,"Quest Nutrition","Quest Bar, Chocolate Chip Cookie Dough - 12 bars","Chocolate Chip Cookie Dough"
P2985,"Atkins Nutritionals","Day Break Bars, Chocolate Chip Crisp - 5 bars","Chocolate Chip Crisp"
P5401,"Atkins Nutritionals","Advantage Meal Bars, Chocolate Chip Granola - 5 bars","Chocolate Chip Granola"
P8778,ANSI,"Gourmet Cheesecake Protein Bar, Chocolate Chips Cookie Dough Cheesecake - 12 bars","Chocolate Chips Cookie Dough Cheesecake"
P7358,"Garden of Life","RAW Meal, Chocolate Cocoa - 606 grams","Chocolate Cocoa"
P4912,SciTec,"100% Whey Protein Professional, Chocolate Coconut - 920 grams","Chocolate Coconut"
P5190,QNT,"Easy Body Protein Powder, Chocolate Coconut - 350 grams","Chocolate Coconut"
P5300,SciTec,"100% Whey Protein Professional, Chocolate Coconut - 2350 grams","Chocolate Coconut"
P7669,SciTec,"100% Whey Protein Professional, Chocolate Coconut - 30 packets","Chocolate Coconut"
P8545,SciTec,"Protein Delite, Chocolate Coconut - 1000 grams","Chocolate Coconut"
P8943,SciTec,"Protein Delite, Chocolate Coconut - 500 grams","Chocolate Coconut"
P8968,SciTec,"Protein Delite, Chocolate Coconut - 4000 grams","Chocolate Coconut"
P8996,SciTec,"100% Whey Protein Professional, Chocolate Coconut - 5000 grams","Chocolate Coconut"
P9374,SciTec,"100% Whey Protein Professional, Chocolate Coconut - 60 packets","Chocolate Coconut"
P2522,"Atkins Nutritionals","Endulge Candy Bars, Chocolate Coconut Bar - 5 bars","Chocolate Coconut Bar"
P7192,MHP,"Up Your Mass, Chocolate Coconut Macaroon - 2270 grams","Chocolate Coconut Macaroon"
P9411,"BPI Sports","Whey-HD, Chocolate Cookie - 2436 grams","Chocolate Cookie"
P2044,PhD,"Pharma Gain, Chocolate Cookie - 2270 grams","Chocolate Cookie"
P5682,PhD,"Pharma Pure, Chocolate Cookie - 908 grams","Chocolate Cookie"
P6762,PhD,"Pharma Whey HT+, Chocolate Cookie - 908 grams","Chocolate Cookie"
P6763,PhD,"Pharma Whey HT+, Chocolate Cookie - 2270 grams","Chocolate Cookie"
P8038,PhD,"Growth Factor Mass, Chocolate Cookie - 2100 grams","Chocolate Cookie"
P8046,PhD,"Growth Factor Mass, Chocolate Cookie - 4050 grams","Chocolate Cookie"
P8806,"BPI Sports","Whey-HD, Chocolate Cookie - 950 grams","Chocolate Cookie"
P8975,SciTec,"100% Whey Protein Professional, Chocolate Cookies & Cream - 920 grams","Chocolate Cookies & Cream"
P4670,"RatioBar (MetraGeniX)","5:1 Protein Bars, Chocolate Covered Pretzel - 12 bars","Chocolate Covered Pretzel"
P2813,EAS,"Myoplex Lite, Chocolate Cream - 20 packets","Chocolate Cream"
P2087,EAS,"Myoplex Original, Chocolate Cream - 20 packets","Chocolate Cream"
P3338,Weider,"100% Casein, Chocolate Cream - 1800 grams","Chocolate Cream"
P4349,EAS,"Myoplex Original, Chocolate Cream - 42 packets","Chocolate Cream"
P9504,"Nuts 'n More","Almond Infused Whey Protein, Chocolate Creme - 955 grams","Chocolate Creme"
P9243,"Power Crunch","Proto Whey Ultraburn, Chocolate Creme - 630 grams","Chocolate Creme"
P4669,"RatioBar (MetraGeniX)","5:1 Protein Bars, Chocolate Crunch - 12 bars","Chocolate Crunch"
P9690,"Trec Nutrition","Whey Pump X-Treme, Chocolate Delight - 1800 grams","Chocolate Delight"
P9670,"Trec Nutrition","Solid Mass, Chocolate Delight - 3000 grams","Chocolate Delight"
P9673,"Trec Nutrition","Solid Mass, Chocolate Delight - 5800 grams","Chocolate Delight"
P9681,"Trec Nutrition","Whey 100 Jar, Chocolate Delight - 2275 grams","Chocolate Delight"
P5050,"Trec Nutrition","Magnum 8000, Chocolate Delight - 5450 grams","Chocolate Delight"
P5055,"Trec Nutrition","Mass XXL, Chocolate Delight - 4800 grams","Chocolate Delight"
P5895,"Trec Nutrition","Whey Creamy Cocktail, Chocolate Delight - 2275 grams","Chocolate Delight"
P6490,FitMiss,"Delight, Chocolate Delight - 542 grams","Chocolate Delight"
P7457,"Trec Nutrition","Whey Creamy Cocktail, Chocolate Delight - 750 grams","Chocolate Delight"
P7466,"Trec Nutrition","Magnum 8000, Chocolate Delight - 1000 grams","Chocolate Delight"
P7475,"Trec Nutrition","Mass XXL, Chocolate Delight - 1000 grams","Chocolate Delight"
P7479,"Trec Nutrition","Whey 100, Chocolate Delight - 900 grams","Chocolate Delight"
P7490,"Trec Nutrition","Mass XXL, Chocolate Delight - 3000 grams","Chocolate Delight"
P7494,"Trec Nutrition","Whey 100, Chocolate Delight - 2275 grams","Chocolate Delight"
P7536,"Trec Nutrition","Night Protein Blend, Chocolate Delight - 750 grams","Chocolate Delight"
P7549,"Trec Nutrition","Magnum 8000, Chocolate Delight - 1600 grams","Chocolate Delight"
P7568,"Trec Nutrition","Mass XXL, Chocolate Delight - 2000 grams","Chocolate Delight"
P9961,FitMiss,"Delight, Chocolate Delight - 907 grams","Chocolate Delight"
P1290,Syntrax,"Essence Protein, Chocolate Essence - 1020 grams","Chocolate Essence"
P9296,Scivation,"Whey, Chocolate Fever - 2220 grams","Chocolate Fever"
P4400,MuscleMeds,"Carnivor Mass, Chocolate Fudge - 2590 grams","Chocolate Fudge"
P5062,EAS,"Lean 15, Protein Powder, Chocolate Fudge - 771 grams","Chocolate Fudge"
P9285,SAN,"100% Pure Titanium Beef Supreme, Chocolate Fudge - 947 grams","Chocolate Fudge"
P678,MHP,"Up Your Mass, Chocolate Fudge Brownie - 2270 grams","Chocolate Fudge Brownie"
P9908,MHP,"Up Your Mass, Chocolate Fudge Brownie - 4536 grams","Chocolate Fudge Brownie"
P654,BSN,"Lean Dessert Protein, Chocolate Fudge Pudding - 630 grams","Chocolate Fudge Pudding"
P9287,SAN,"100% Pure Titanium Whey, Chocolate Graham Cracker - 2272 grams","Chocolate Graham Cracker"
P2518,"Atkins Nutritionals","Day Break Bars, Chocolate Hazelnut - 5 bars","Chocolate Hazelnut"
P5000,SciTec,"100% Whey Protein Professional, Chocolate Hazelnut - 920 grams","Chocolate Hazelnut"
P5940,SciTec,"100% Whey Protein Professional, Chocolate Hazelnut - 2350 grams","Chocolate Hazelnut"
P7679,SciTec,"100% Whey Protein Professional, Chocolate Hazelnut - 30 packets","Chocolate Hazelnut"
P7727,SciTec,"Anabolic Whey, Chocolate Hazelnut - 900 grams","Chocolate Hazelnut"
P8997,SciTec,"100% Whey Protein Professional, Chocolate Hazelnut - 5000 grams","Chocolate Hazelnut"
P9375,SciTec,"100% Whey Protein Professional, Chocolate Hazelnut - 60 packets","Chocolate Hazelnut"
P2881,Mutant,"Mutant Mass, Chocolate Hazlenut - 6800 grams","Chocolate Hazlenut"
P9438,Labrada,"Lean Pro8, Chocolate Ice Cream - 1320 grams","Chocolate Ice Cream"
P491,"Universal Nutrition","Real Gains, Chocolate Ice Cream - 3110 grams","Chocolate Ice Cream"
P1316,Labrada,"Pro-V60, Chocolate Ice Cream - 1590 grams","Chocolate Ice Cream"
P3100,Labrada,"Carb Watchers Lean Body, Chocolate Ice Cream - 20 packets","Chocolate Ice Cream"
P492,"Universal Nutrition","Ultra Whey Pro, Chocolate Ice Cream - 2270 grams","Chocolate Ice Cream"
P3934,Labrada,"Lean Body, Chocolate Ice Cream - 20 packets","Chocolate Ice Cream"
P4342,"Gaspari Nutrition","Real Mass - Probiotic Series, Chocolate Ice Cream - 5448 grams","Chocolate Ice Cream"
P4560,"Universal Nutrition","Real Gains, Chocolate Ice Cream - 4800 grams","Chocolate Ice Cream"
P8109,Labrada,"Lean Body, Chocolate Ice Cream - 1120 grams","Chocolate Ice Cream"
P8347,"Universal Nutrition","Ultra Whey Pro, Chocolate Ice Cream - 909 grams","Chocolate Ice Cream"
P9123,Labrada,"Lean Pro8, Chocolate Ice Cream - 2270 grams","Chocolate Ice Cream"
P9130,Labrada,"Lean Body for Her, Chocolate Ice Cream - 20 packets","Chocolate Ice Cream"
P8832,"Gaspari Nutrition","Real Mass - Probiotic Series, Chocolate Ice Cream - 2724 grams","Chocolate Ice Cream"
P6536,ANSI,"Ultimate Flurry, Chocolate Lovers - 908 grams (expires: 31/01/2015)","Chocolate Lovers"
P9597,MuscleMeds,"Carnivor Mass, Chocolate Macaroon - 2640 grams","Chocolate Macaroon"
P9926,"Arnold Schwarzenegger Series","Iron Mass, Chocolate Malt - 4540 grams","Chocolate Malt"
P1845,CytoSport,"Cytogainer, Chocolate Malt - 2720 grams","Chocolate Malt"
P7719,"Arnold Schwarzenegger Series","Iron Mass, Chocolate Malt - 2270 grams","Chocolate Malt"
P9653,"Arnold Schwarzenegger Series","Iron Mass, Chocolate Malt - 3620 grams","Chocolate Malt"
P9803,CytoSport,"Cytogainer, Chocolate Malt - 5440 grams","Chocolate Malt"
P8100,"AllMax Nutrition","Isoflex Bar, Chocolate Marshmallow Fudge - 12 bars","Chocolate Marshmallow Fudge"
P2736,MusclePharm,"Combat Powder, Chocolate Milk - 1814 grams","Chocolate Milk"
P4531,Revolutions,"Whey-Shake, Chocolate Milk - 2267 grams","Chocolate Milk"
P7097,MusclePharm,"Casein, Anti-Catabolic Protein, Chocolate Milk - 1426 grams","Chocolate Milk"
P20103,MusclePharm,"Combat 100% Casein, Chocolate Milk - 1814 grams","Chocolate Milk"
P40,BSN,"True Mass, Chocolate Milk Shake - 2610 grams","Chocolate Milk Shake"
P9831,MuscleTech,"Iso Zero - Performance, Chocolate Milk Shake - 907 grams","Chocolate Milk Shake"
P20146,MuscleTech,"Iso Zero - Performance, Chocolate Milk Shake - 2270 grams","Chocolate Milk Shake"
P51,BSN,"Syntha 6, Chocolate Milkshake - 1320 grams","Chocolate Milkshake"
P5973,BSN,"Syntha 6 Isolate, Chocolate Milkshake - 1820 grams","Chocolate Milkshake"
P1225,BSN,"Syntha 6, Chocolate Milkshake - 2270 grams","Chocolate Milkshake"
P2843,MHP,"ISO-Fast 50, Chocolate Milkshake - 1340 grams","Chocolate Milkshake"
P5070,"Universal Nutrition","Casein Pro, Chocolate Milkshake - 909 grams","Chocolate Milkshake"
P5969,BSN,"Syntha 6 Isolate, Chocolate Milkshake - 912 grams","Chocolate Milkshake"
P6115,"Universal Nutrition","Proton 7, Chocolate Milkshake - 1140 grams","Chocolate Milkshake"
P6118,"Universal Nutrition","Proton 7, Chocolate Milkshake - 2267 grams","Chocolate Milkshake"
P6529,BSN,"Syntha 6, Chocolate Milkshake - 4560 grams","Chocolate Milkshake"
P6570,"Universal Nutrition","Casein Pro, Chocolate Milkshake - 1810 grams","Chocolate Milkshake"
P7177,"ISS Research","OhYeah! Total Protein System, Chocolate Milkshake - 1814 grams","Chocolate Milkshake"
P8866,"Optimum Nutrition","Lean Whey, Chocolate Milkshake - 930 grams","Chocolate Milkshake"
P4106,Syntrax,"Micellar Creme, Chocolate Milkshake - 907 grams","Chocolate Milkshake"
P9706,USN,"Pure Protein GF-1/IGF-1, Chocolate Mint - 1000 grams","Chocolate Mint"
P9594,MuscleMeds,"Carnivor, Chocolate Mint - 2044 grams","Chocolate Mint"
P9562,EAS,"Lean 15, Bars, Chocolate Mint - 5 bars","Chocolate Mint"
P2704,"Optimum Nutrition","100% Whey Gold Standard Protein, Chocolate Mint - 908 grams","Chocolate Mint"
P3784,Dymatize,"Elite 100% Whey Protein, Chocolate Mint - 2270 grams","Chocolate Mint"
P1907,"Optimum Nutrition","100% Whey Gold Standard Protein, Chocolate Mint - 2273 grams","Chocolate Mint"
P1006,BSN,"Syntha 6, Chocolate Mint - 1320 grams","Chocolate Mint"
P4562,"Universal Nutrition","Real Gains, Chocolate Mint - 4800 grams","Chocolate Mint"
P5009,"Universal Nutrition","Real Gains, Chocolate Mint - 3110 grams","Chocolate Mint"
P5060,EAS,"Lean 15, Bars, Chocolate Mint - 12 bars","Chocolate Mint"
P5205,QNT,"Metapure Mass Plus, Chocolate Mint - 2500 grams (expires: 28/02/2015)","Chocolate Mint"
P5384,SciTec,"100% Whey Protein, Chocolate Mint - 920 grams","Chocolate Mint"
P5628,Labrada,"Hi-Protein Cookie Roll, Chocolate Mint - 12 bars","Chocolate Mint"
P8905,USN,"Pure Protein GF-1/IGF-1, Chocolate Mint - 2280 grams","Chocolate Mint"
P8978,SciTec,"100% Whey Protein, Chocolate Mint - 2350 grams","Chocolate Mint"
P9006,SciTec,"100% Whey Protein, Chocolate Mint - 5000 grams","Chocolate Mint"
P9687,"Universal Nutrition","Doctor's CarbRite Diet Bars, Chocolate Mint Cookie - 12 bars","Chocolate Mint Cookie"
P9178,Smart-Tec,"WheyFX+, Chocolate Mint Fusion - 2145 grams","Chocolate Mint Fusion"
P9179,Smart-Tec,"WheyFX+, Chocolate Mint Fusion - 990 grams","Chocolate Mint Fusion"
P6721,SciTec,"100% Milk Delite, Chocolate Mocha - 920 grams","Chocolate Mocha"
P6725,SciTec,"100% Milk Delite, Chocolate Mocha - 2350 grams","Chocolate Mocha"
P7705,SciTec,"100% Milk Delite, Chocolate Mocha - 5000 grams","Chocolate Mocha"
P3209,Nutrex,"Muscle Infusion Black, Chocolate Monste - 2270 grams","Chocolate Monste"
P8389,Weider,"Premium Whey, Chocolate Nougat - 500 grams","Chocolate Nougat"
P2986,"Atkins Nutritionals","Day Break Bars, Chocolate Oatmeal Fiber - 5 bars","Chocolate Oatmeal Fiber"
P6573,Coromega,"Omega-3 Squeeze, Chocolate Orange - 90 packets","Chocolate Orange"
P9983,"Optimum Nutrition","Complete Protein Bar, Chocolate Orange - 12 bars","Chocolate Orange"
P9579,PhD,"Diet Cookie, Chocolate Orange Flavour - 12 cookies","Chocolate Orange Flavour"
P9260,"GU Energy","GU Energy Gel, Chocolate Outrage - 24 packets","Chocolate Outrage"
P9449,Labrada,"Lean Body, Chocolate Peanut Butter - 1120 grams","Chocolate Peanut Butter"
P9735,Dymatize,"Elite Casein, Chocolate Peanut Butter - 918 grams","Chocolate Peanut Butter"
P9494,MuscleMeds,"Carnivor Protein Bars, Chocolate Peanut Butter - 12 bars","Chocolate Peanut Butter"
P923,"Universal Nutrition","Hi Protein Bars, Chocolate Peanut Butter - 16 bars","Chocolate Peanut Butter"
P924,"Universal Nutrition","Doctor's CarbRite Diet Bars, Chocolate Peanut Butter - 12 bars","Chocolate Peanut Butter"
P1505,BSN,"Syntha 6, Chocolate Peanut Butter - 2270 grams","Chocolate Peanut Butter"
P2594,"Xtreme Formulations","Ultra Peptide 2.0, Chocolate Peanut Butter - 910 grams","Chocolate Peanut Butter"
P1005,BSN,"Syntha 6, Chocolate Peanut Butter - 1320 grams","Chocolate Peanut Butter"
P987,Dymatize,"Elite Gourmet Protein, Chocolate Peanut Butter - 2270 grams","Chocolate Peanut Butter"
P3744,MusclePharm,"Combat Powder, Chocolate Peanut Butter - 1814 grams","Chocolate Peanut Butter"
P4913,SciTec,"100% Whey Protein Professional, Chocolate Peanut Butter - 920 grams","Chocolate Peanut Butter"
P5061,EAS,"Lean 15, Bars, Chocolate Peanut Butter - 12 bars","Chocolate Peanut Butter"
P6106,EAS,"AdvantEdge Carb Control Bars, Chocolate Peanut Butter - 12 bars (expires: 28/02/2015)","Chocolate Peanut Butter"
P6172,VPX,"Zero Impact Protein Bars, Chocolate Peanut Butter - 12 bars","Chocolate Peanut Butter"
P7443,"Universal Nutrition","Proteon Bars, Chocolate Peanut Butter - 12 bars","Chocolate Peanut Butter"
